סמל ועדה|שם ועדה|סמל ישוב בחירות|שם ישוב בחירות|סמל קלפי|סמל רכוז|כתובת קלפי|מקום קלפי|נגישה|נגישה מיוחדת|בוחרי כנסת בפועל
01|ירושלים|3000|ירושלים|3.0|018|מגן האלף,1 |סמינר בית יעקב - עטרת חן| | |608
01|ירושלים|3000|ירושלים|5.0|383|שבטי ישראל,27 |משרד החינוך| | |535
01|ירושלים|3000|ירושלים|6.0|018|מגן האלף,1 |סמינר בית יעקב - עטרת חן| | |690
01|ירושלים|3000|ירושלים|8.1|005|מגן האלף,3 |"מרכז קהילתי ""אשכולות"""| | |621
01|ירושלים|3000|ירושלים|8.2|005|מגן האלף,3 |"מרכז קהילתי ""אשכולות"""| | |621
01|ירושלים|3000|ירושלים|8.3|005|מגן האלף,3 |"מרכז קהילתי ""אשכולות"""| | |621
01|ירושלים|3000|ירושלים|8.4|005|מגן האלף,3 |"מרכז קהילתי ""אשכולות"""| | |621
01|ירושלים|3000|ירושלים|8.5|005|מגן האלף,3 |"מרכז קהילתי ""אשכולות"""| | |621
01|ירושלים|3000|ירושלים|8.6|005|מגן האלף,3 |"מרכז קהילתי ""אשכולות"""| | |621
01|ירושלים|3000|ירושלים|8.7|005|מגן האלף,3 |"מרכז קהילתי ""אשכולות"""| | |618
01|ירושלים|3000|ירושלים|9.0|018|מגן האלף,1 |סמינר בית יעקב - עטרת חן| | |679
01|ירושלים|3000|ירושלים|16.0|007|הנביאים,42 |"בי""ס אורט אולייסקי"| | |606
01|ירושלים|3000|ירושלים|17.0|007|הנביאים,42 |"בי""ס אורט אולייסקי"| | |616
01|ירושלים|3000|ירושלים|18.0|383|שבטי ישראל,27 |משרד החינוך| | |631
01|ירושלים|3000|ירושלים|20.1|021|אביגדורי,4 |"בי""ס בנות - דחסידי באיאן רוזין"| | |578
01|ירושלים|3000|ירושלים|20.2|021|אביגדורי,4 |"בי""ס בנות - דחסידי באיאן רוזין"| | |578
01|ירושלים|3000|ירושלים|20.3|021|אביגדורי,4 |"בי""ס בנות - דחסידי באיאן רוזין"| | |578
01|ירושלים|3000|ירושלים|20.4|021|אביגדורי,4 |"בי""ס בנות - דחסידי באיאן רוזין"| | |578
01|ירושלים|3000|ירושלים|20.5|021|אביגדורי,4 |"בי""ס בנות - דחסידי באיאן רוזין"| | |574
01|ירושלים|3000|ירושלים|25.0|018|מגן האלף,1 |סמינר בית יעקב - עטרת חן| | |590
01|ירושלים|3000|ירושלים|26.1|075|נטר,40 |"בי""ס יסודי בית מרגלית"|כ|כ|593
01|ירושלים|3000|ירושלים|26.2|075|נטר,40 |"בי""ס יסודי בית מרגלית"| | |593
01|ירושלים|3000|ירושלים|26.3|075|נטר,40 |"בי""ס יסודי בית מרגלית"| | |593
01|ירושלים|3000|ירושלים|26.4|075|נטר,40 |"בי""ס יסודי בית מרגלית"| | |593
01|ירושלים|3000|ירושלים|26.5|075|נטר,40 |"בי""ס יסודי בית מרגלית"| | |589
01|ירושלים|3000|ירושלים|27.1|009|אהלי יוסף,15 |"בי""ס בית יעקב עזרת תורה"|כ|כ|567
01|ירושלים|3000|ירושלים|27.2|009|אהלי יוסף,15 |"בי""ס בית יעקב עזרת תורה"| | |567
01|ירושלים|3000|ירושלים|27.3|009|אהלי יוסף,15 |"בי""ס בית יעקב עזרת תורה"| | |567
01|ירושלים|3000|ירושלים|27.4|009|אהלי יוסף,15 |"בי""ס בית יעקב עזרת תורה"| | |567
01|ירושלים|3000|ירושלים|27.5|009|אהלי יוסף,15 |"בי""ס בית יעקב עזרת תורה"| | |566
01|ירושלים|3000|ירושלים|30.1|074|ירמיהו,5 |אולפנא צביה לבנות| | |658
01|ירושלים|3000|ירושלים|30.2|074|ירמיהו,5 |אולפנא צביה לבנות| | |658
01|ירושלים|3000|ירושלים|30.3|074|ירמיהו,5 |אולפנא צביה לבנות| | |658
01|ירושלים|3000|ירושלים|30.4|074|ירמיהו,5 |אולפנא צביה לבנות| | |658
01|ירושלים|3000|ירושלים|30.5|074|ירמיהו,5 |אולפנא צביה לבנות| | |654
01|ירושלים|3000|ירושלים|33.1|044|מן,7 |"ישיבת נעם (לשעבר בי""ס דרור)"| | |640
01|ירושלים|3000|ירושלים|33.2|044|מן,7 |"ישיבת נעם (לשעבר בי""ס דרור)"| | |640
01|ירושלים|3000|ירושלים|33.3|044|מן,7 |"ישיבת נעם (לשעבר בי""ס דרור)"| | |640
01|ירושלים|3000|ירושלים|33.4|044|מן,7 |"ישיבת נעם (לשעבר בי""ס דרור)"| | |640
01|ירושלים|3000|ירושלים|33.5|044|מן,7 |"ישיבת נעם (לשעבר בי""ס דרור)"| | |640
01|ירושלים|3000|ירושלים|33.6|044|מן,7 |"ישיבת נעם (לשעבר בי""ס דרור)"| | |640
01|ירושלים|3000|ירושלים|34.0|392|הטורים,23 |מנהל קהילתי שלוחת מקור ברוך|כ|כ|584
01|ירושלים|3000|ירושלים|36.1|085|בן לברט,15 |"ביס ע""ש פולה בן גוריון"|כ|כ|648
01|ירושלים|3000|ירושלים|36.2|085|בן לברט,15 |"ביס ע""ש פולה בן גוריון"|כ|כ|648
01|ירושלים|3000|ירושלים|36.3|085|בן לברט,15 |"ביס ע""ש פולה בן גוריון"| | |648
01|ירושלים|3000|ירושלים|36.4|085|בן לברט,15 |"ביס ע""ש פולה בן גוריון"| | |647
01|ירושלים|3000|ירושלים|38.0|018|מגן האלף,1 |סמינר בית יעקב - עטרת חן| | |573
01|ירושלים|3000|ירושלים|43.1|222|ילין דוד,41 |"בי""ס נוות ישראל"| | |634
01|ירושלים|3000|ירושלים|43.2|222|ילין דוד,41 |"בי""ס נוות ישראל"| | |634
01|ירושלים|3000|ירושלים|43.3|222|ילין דוד,41 |"בי""ס נוות ישראל"| | |634
01|ירושלים|3000|ירושלים|43.4|222|ילין דוד,41 |"בי""ס נוות ישראל"| | |634
01|ירושלים|3000|ירושלים|47.1|059|פישל אהרן,29 |"ת""ת זיכרו תורת משה"| | |685
01|ירושלים|3000|ירושלים|47.2|059|פישל אהרן,29 |"ת""ת זיכרו תורת משה"| | |685
01|ירושלים|3000|ירושלים|47.3|059|פישל אהרן,29 |"ת""ת זיכרו תורת משה"| | |685
01|ירושלים|3000|ירושלים|55.1|016|מלכי ישראל,75 |"בי""ס בית יעקב מרכז"|כ|כ|633
01|ירושלים|3000|ירושלים|55.2|016|מלכי ישראל,75 |"בי""ס בית יעקב מרכז"|כ|כ|633
01|ירושלים|3000|ירושלים|55.3|016|מלכי ישראל,75 |"בי""ס בית יעקב מרכז"|כ|כ|633
01|ירושלים|3000|ירושלים|55.4|016|מלכי ישראל,75 |"בי""ס בית יעקב מרכז"| | |633
01|ירושלים|3000|ירושלים|55.5|016|מלכי ישראל,75 |"בי""ס בית יעקב מרכז"| | |633
01|ירושלים|3000|ירושלים|55.6|016|מלכי ישראל,75 |"בי""ס בית יעקב מרכז"| | |633
01|ירושלים|3000|ירושלים|59.0|142|עזרת תורה,45 |"בי""ס בית יעקב חסידי"|כ| |657
01|ירושלים|3000|ירושלים|62.0|142|עזרת תורה,45 |"בי""ס בית יעקב חסידי"|כ|כ|556
01|ירושלים|3000|ירושלים|63.0|142|עזרת תורה,45 |"בי""ס בית יעקב חסידי"|כ| |674
01|ירושלים|3000|ירושלים|64.0|142|עזרת תורה,45 |"בי""ס בית יעקב חסידי"|כ|כ|627
01|ירושלים|3000|ירושלים|65.0|142|עזרת תורה,45 |"בי""ס בית יעקב חסידי"| | |650
01|ירושלים|3000|ירושלים|67.0|142|עזרת תורה,45 |"בי""ס בית יעקב חסידי"|כ|כ|630
01|ירושלים|3000|ירושלים|71.0|134|גדעון,14 |"בי""ס גורן"| | |541
01|ירושלים|3000|ירושלים|73.1|113|אולשוונגר,48 |בית רחל מינהל קהילתי-קרית יובל| | |529
01|ירושלים|3000|ירושלים|73.2|113|אולשוונגר,48 |בית רחל מינהל קהילתי-קרית יובל| | |529
01|ירושלים|3000|ירושלים|73.3|113|אולשוונגר,48 |בית רחל מינהל קהילתי-קרית יובל| | |529
01|ירושלים|3000|ירושלים|74.1|372|"המ""ג,1 "|תלמוד תורה רוממה| | |648
01|ירושלים|3000|ירושלים|74.2|372|"המ""ג,1 "|תלמוד תורה רוממה| | |648
01|ירושלים|3000|ירושלים|74.3|372|"המ""ג,1 "|תלמוד תורה רוממה| | |647
01|ירושלים|3000|ירושלים|75.0|018|מגן האלף,1 |סמינר בית יעקב - עטרת חן| | |520
01|ירושלים|3000|ירושלים|76.0|007|הנביאים,42 |"בי""ס אורט אולייסקי"| | |566
01|ירושלים|3000|ירושלים|78.0|497|שד שרת משה,1 |בניין המכינה| | |415
01|ירושלים|3000|ירושלים|80.1|130|בית צפפה|"בי""ס תיכון בית צפאפה"| | |666
01|ירושלים|3000|ירושלים|80.2|130|בית צפפה|"בי""ס תיכון בית צפאפה"| | |666
01|ירושלים|3000|ירושלים|80.3|130|בית צפפה|"בי""ס תיכון בית צפאפה"| | |666
01|ירושלים|3000|ירושלים|80.4|130|בית צפפה|"בי""ס תיכון בית צפאפה"| | |664
01|ירושלים|3000|ירושלים|83.1|375|הלל,30 |"ביה""ס ניסויי -תיכון"|כ|כ|680
01|ירושלים|3000|ירושלים|83.2|375|הלל,30 |"ביה""ס ניסויי -תיכון"|כ|כ|680
01|ירושלים|3000|ירושלים|83.3|375|הלל,30 |"ביה""ס ניסויי -תיכון"|כ|כ|680
01|ירושלים|3000|ירושלים|83.4|375|הלל,30 |"ביה""ס ניסויי -תיכון"| | |677
01|ירושלים|3000|ירושלים|85.0|065|נרקיס,11 |מרכז פדגוגי להוראה|כ|כ|480
01|ירושלים|3000|ירושלים|86.1|215|רבי עקיבא,7 |"בי""ס הניסויי יסודי"| | |696
01|ירושלים|3000|ירושלים|86.2|215|רבי עקיבא,7 |"בי""ס הניסויי יסודי"| | |696
01|ירושלים|3000|ירושלים|86.3|215|רבי עקיבא,7 |"בי""ס הניסויי יסודי"| | |696
01|ירושלים|3000|ירושלים|87.1|090|הקרן הקיימת,14 |גמנסיה רחביה|כ|כ|611
01|ירושלים|3000|ירושלים|87.2|090|הקרן הקיימת,14 |גמנסיה רחביה| | |611
01|ירושלים|3000|ירושלים|87.3|090|הקרן הקיימת,14 |גמנסיה רחביה| | |611
01|ירושלים|3000|ירושלים|92.1|100|אלוף שאלתיאל,1 |בית ברלין ליד בית החייל| | |574
01|ירושלים|3000|ירושלים|92.2|100|אלוף שאלתיאל,1 |בית ברלין ליד בית החייל| | |574
01|ירושלים|3000|ירושלים|94.1|025|הלל,17 |"מכללה אקדמית דתית ע""ש ליפשיץ"|כ|כ|538
01|ירושלים|3000|ירושלים|94.2|025|הלל,17 |"מכללה אקדמית דתית ע""ש ליפשיץ"|כ| |538
01|ירושלים|3000|ירושלים|94.3|025|הלל,17 |"מכללה אקדמית דתית ע""ש ליפשיץ"|כ| |538
01|ירושלים|3000|ירושלים|94.4|025|הלל,17 |"מכללה אקדמית דתית ע""ש ליפשיץ"| | |535
01|ירושלים|3000|ירושלים|119.1|398|שבטי ישראל,22 |מנהל קהילתי מורשה| | |647
01|ירושלים|3000|ירושלים|119.2|398|שבטי ישראל,22 |מנהל קהילתי מורשה| | |647
01|ירושלים|3000|ירושלים|119.3|398|שבטי ישראל,22 |מנהל קהילתי מורשה| | |647
01|ירושלים|3000|ירושלים|119.4|398|שבטי ישראל,22 |מנהל קהילתי מורשה| | |647
01|ירושלים|3000|ירושלים|119.5|398|שבטי ישראל,22 |מנהל קהילתי מורשה| | |647
01|ירושלים|3000|ירושלים|119.6|398|שבטי ישראל,22 |מנהל קהילתי מורשה| | |645
01|ירושלים|3000|ירושלים|120.1|083|שמעון הצדיק,23 |"בי""ס חב""ד בית חנה"|כ|כ|628
01|ירושלים|3000|ירושלים|120.2|083|שמעון הצדיק,23 |"בי""ס חב""ד בית חנה"| | |628
01|ירושלים|3000|ירושלים|120.3|083|שמעון הצדיק,23 |"בי""ס חב""ד בית חנה"| | |628
01|ירושלים|3000|ירושלים|120.4|083|שמעון הצדיק,23 |"בי""ס חב""ד בית חנה"| | |628
01|ירושלים|3000|ירושלים|120.5|083|שמעון הצדיק,23 |"בי""ס חב""ד בית חנה"| | |628
01|ירושלים|3000|ירושלים|120.6|083|שמעון הצדיק,23 |"בי""ס חב""ד בית חנה"| | |626
01|ירושלים|3000|ירושלים|137.1|149|יצחק אלחנן,4 |"בי""ס לאומנויות"|כ|כ|665
01|ירושלים|3000|ירושלים|137.2|149|יצחק אלחנן,4 |"בי""ס לאומנויות"|כ| |665
01|ירושלים|3000|ירושלים|137.3|149|יצחק אלחנן,4 |"בי""ס לאומנויות"|כ|כ|665
01|ירושלים|3000|ירושלים|137.4|149|יצחק אלחנן,4 |"בי""ס לאומנויות"|כ|כ|665
01|ירושלים|3000|ירושלים|137.5|149|יצחק אלחנן,4 |"בי""ס לאומנויות"| | |665
01|ירושלים|3000|ירושלים|149.0|280|הגדוד העברי,22 |"בי""ס סאלד הנרייטה"| | |699
01|ירושלים|3000|ירושלים|165.1|092|אוסישקין,38 |אוולינה דה רוטשילד תיכון ה'| | |592
01|ירושלים|3000|ירושלים|165.2|092|אוסישקין,38 |אוולינה דה רוטשילד תיכון ה'| | |592
01|ירושלים|3000|ירושלים|165.3|092|אוסישקין,38 |אוולינה דה רוטשילד תיכון ה'| | |592
01|ירושלים|3000|ירושלים|165.4|092|אוסישקין,38 |אוולינה דה רוטשילד תיכון ה'| | |591
01|ירושלים|3000|ירושלים|191.1|034|הרב והרבנית קאפח,20 |"בי""ס לדוגמא ע""ש הרב עוזיאל"|כ|כ|639
01|ירושלים|3000|ירושלים|191.2|034|הרב והרבנית קאפח,20 |"בי""ס לדוגמא ע""ש הרב עוזיאל"|כ|כ|639
01|ירושלים|3000|ירושלים|191.3|034|הרב והרבנית קאפח,20 |"בי""ס לדוגמא ע""ש הרב עוזיאל"| | |639
01|ירושלים|3000|ירושלים|191.4|034|הרב והרבנית קאפח,20 |"בי""ס לדוגמא ע""ש הרב עוזיאל"| | |639
01|ירושלים|3000|ירושלים|191.5|034|הרב והרבנית קאפח,20 |"בי""ס לדוגמא ע""ש הרב עוזיאל"| | |639
01|ירושלים|3000|ירושלים|191.6|034|הרב והרבנית קאפח,20 |"בי""ס לדוגמא ע""ש הרב עוזיאל"| | |635
01|ירושלים|3000|ירושלים|193.0|065|נרקיס,11 |מרכז פדגוגי להוראה| | |650
01|ירושלים|3000|ירושלים|197.0|080|אהל משה,42 |לב העיר מנהל קהילתי| | |530
01|ירושלים|3000|ירושלים|198.0|080|אהל משה,42 |לב העיר מנהל קהילתי|כ|כ|556
01|ירושלים|3000|ירושלים|203.0|484|שיריזלי,6 |גן בר אילן| | |637
01|ירושלים|3000|ירושלים|204.0|080|אהל משה,42 |לב העיר מנהל קהילתי|כ|כ|560
01|ירושלים|3000|ירושלים|206.0|484|שיריזלי,6 |גן בר אילן| | |656
01|ירושלים|3000|ירושלים|207.0|380|מנחם מנדל משקלוב,24 |מועדון גיל הזהב (בניין כללית)|כ|כ|672
01|ירושלים|3000|ירושלים|208.1|413|ישעיהו,7 |"ת""ת אהבת משה"| | |664
01|ירושלים|3000|ירושלים|208.2|413|ישעיהו,7 |"ת""ת אהבת משה"| | |664
01|ירושלים|3000|ירושלים|208.3|413|ישעיהו,7 |"ת""ת אהבת משה"| | |664
01|ירושלים|3000|ירושלים|208.4|413|ישעיהו,7 |"ת""ת אהבת משה"| | |664
01|ירושלים|3000|ירושלים|208.5|413|ישעיהו,7 |"ת""ת אהבת משה"| | |664
01|ירושלים|3000|ירושלים|209.0|003|זכרון יעקב,5 |"מרכז קהילתי ע""ש יעקב וקרולין"|כ|כ|672
01|ירושלים|3000|ירושלים|212.0|093|הרב אבן דנן,30 |בית ספר בית יעקב הר נוף| | |525
01|ירושלים|3000|ירושלים|213.1|385|החלוץ,47 |"בית ספר ויצ""ו בית הכרם"| | |590
01|ירושלים|3000|ירושלים|213.2|385|החלוץ,47 |"בית ספר ויצ""ו בית הכרם"| | |590
01|ירושלים|3000|ירושלים|213.3|385|החלוץ,47 |"בית ספר ויצ""ו בית הכרם"| | |590
01|ירושלים|3000|ירושלים|213.4|385|החלוץ,47 |"בית ספר ויצ""ו בית הכרם"| | |590
01|ירושלים|3000|ירושלים|213.5|385|החלוץ,47 |"בית ספר ויצ""ו בית הכרם"| | |590
01|ירושלים|3000|ירושלים|213.6|385|החלוץ,47 |"בית ספר ויצ""ו בית הכרם"| | |586
01|ירושלים|3000|ירושלים|214.0|011|שחר,19 |"ממ""ד יסודי קהילתי דרור"|כ|כ|488
01|ירושלים|3000|ירושלים|215.1|143|הקבלן,8 |"בי""ס בית יעקב בניין מרכזי"| | |693
01|ירושלים|3000|ירושלים|215.2|143|הקבלן,8 |"בי""ס בית יעקב בניין מרכזי"| | |693
01|ירושלים|3000|ירושלים|215.3|143|הקבלן,8 |"בי""ס בית יעקב בניין מרכזי"| | |693
01|ירושלים|3000|ירושלים|215.4|143|הקבלן,8 |"בי""ס בית יעקב בניין מרכזי"| | |693
01|ירושלים|3000|ירושלים|215.5|143|הקבלן,8 |"בי""ס בית יעקב בניין מרכזי"| | |692
01|ירושלים|3000|ירושלים|217.0|093|הרב אבן דנן,30 |בית ספר בית יעקב הר נוף|כ|כ|470
01|ירושלים|3000|ירושלים|218.0|093|הרב אבן דנן,30 |בית ספר בית יעקב הר נוף| | |559
01|ירושלים|3000|ירושלים|222.1|049|בן ציון,24 |בית יעקב גבעת שאול|כ|כ|630
01|ירושלים|3000|ירושלים|222.2|049|בן ציון,24 |בית יעקב גבעת שאול|כ|כ|630
01|ירושלים|3000|ירושלים|222.3|049|בן ציון,24 |בית יעקב גבעת שאול| | |629
01|ירושלים|3000|ירושלים|223.1|006|סורוצקין,46 |"בי""ס עטרת רחל"|כ|כ|692
01|ירושלים|3000|ירושלים|223.2|006|סורוצקין,46 |"בי""ס עטרת רחל"|כ| |692
01|ירושלים|3000|ירושלים|223.3|006|סורוצקין,46 |"בי""ס עטרת רחל"| | |692
01|ירושלים|3000|ירושלים|223.4|006|סורוצקין,46 |"בי""ס עטרת רחל"| | |692
01|ירושלים|3000|ירושלים|223.5|006|סורוצקין,46 |"בי""ס עטרת רחל"| | |692
01|ירושלים|3000|ירושלים|223.6|006|סורוצקין,46 |"בי""ס עטרת רחל"| | |692
01|ירושלים|3000|ירושלים|223.7|006|סורוצקין,46 |"בי""ס עטרת רחל"| | |692
01|ירושלים|3000|ירושלים|223.8|006|סורוצקין,46 |"בי""ס עטרת רחל"| | |685
01|ירושלים|3000|ירושלים|224.1|057|ויטל חיים,32 |"נועם-ממ""ד תורני לבנים"| | |673
01|ירושלים|3000|ירושלים|224.2|057|ויטל חיים,32 |"נועם-ממ""ד תורני לבנים"| | |673
01|ירושלים|3000|ירושלים|224.3|057|ויטל חיים,32 |"נועם-ממ""ד תורני לבנים"| | |673
01|ירושלים|3000|ירושלים|224.4|057|ויטל חיים,32 |"נועם-ממ""ד תורני לבנים"| | |673
01|ירושלים|3000|ירושלים|224.5|057|ויטל חיים,32 |"נועם-ממ""ד תורני לבנים"| | |673
01|ירושלים|3000|ירושלים|224.6|057|ויטל חיים,32 |"נועם-ממ""ד תורני לבנים"| | |668
01|ירושלים|3000|ירושלים|225.1|015|זכרון יעקב,3 |"בי""ס בית יעקב מטרסדורף"| | |594
01|ירושלים|3000|ירושלים|225.2|015|זכרון יעקב,3 |"בי""ס בית יעקב מטרסדורף"| | |594
01|ירושלים|3000|ירושלים|225.3|015|זכרון יעקב,3 |"בי""ס בית יעקב מטרסדורף"| | |593
01|ירושלים|3000|ירושלים|237.1|496|הקבלן,8 |"בי""ס בית יעקב בניין ב'"| | |593
01|ירושלים|3000|ירושלים|237.2|496|הקבלן,8 |"בי""ס בית יעקב בניין ב'"| | |593
01|ירושלים|3000|ירושלים|237.3|496|הקבלן,8 |"בי""ס בית יעקב בניין ב'"| | |591
01|ירושלים|3000|ירושלים|238.0|003|זכרון יעקב,5 |"מרכז קהילתי ע""ש יעקב וקרולין"|כ|כ|667
01|ירושלים|3000|ירושלים|244.1|126|ראשון לציון,7 |מנחת שלמה|כ|כ|594
01|ירושלים|3000|ירושלים|244.2|126|ראשון לציון,7 |מנחת שלמה| | |594
01|ירושלים|3000|ירושלים|244.3|126|ראשון לציון,7 |מנחת שלמה| | |594
01|ירושלים|3000|ירושלים|244.4|126|ראשון לציון,7 |מנחת שלמה| | |594
01|ירושלים|3000|ירושלים|244.5|126|ראשון לציון,7 |מנחת שלמה| | |592
01|ירושלים|3000|ירושלים|249.1|102|נג'ארה,27 |מינהל קהילתי מיתרים|כ|כ|526
01|ירושלים|3000|ירושלים|249.2|102|נג'ארה,27 |מינהל קהילתי מיתרים|כ|כ|526
01|ירושלים|3000|ירושלים|249.3|102|נג'ארה,27 |מינהל קהילתי מיתרים| | |526
01|ירושלים|3000|ירושלים|249.4|102|נג'ארה,27 |מינהל קהילתי מיתרים| | |526
01|ירושלים|3000|ירושלים|253.0|227|הרב טייב חי,46 |"ממ""ד תורני לבנים הר נוף"| | |563
01|ירושלים|3000|ירושלים|254.0|093|הרב אבן דנן,30 |בית ספר בית יעקב הר נוף|כ|כ|489
01|ירושלים|3000|ירושלים|256.0|093|הרב אבן דנן,30 |בית ספר בית יעקב הר נוף| | |611
01|ירושלים|3000|ירושלים|258.1|082|הרב טייב חי,46 |"ממ""ד תורני לבנות הר נוף"| | |667
01|ירושלים|3000|ירושלים|258.2|082|הרב טייב חי,46 |"ממ""ד תורני לבנות הר נוף"| | |667
01|ירושלים|3000|ירושלים|258.3|082|הרב טייב חי,46 |"ממ""ד תורני לבנות הר נוף"| | |666
01|ירושלים|3000|ירושלים|260.1|229|התומר,5 |"בי""ס יפה נוף"|כ|כ|696
01|ירושלים|3000|ירושלים|260.2|229|התומר,5 |"בי""ס יפה נוף"|כ|כ|696
01|ירושלים|3000|ירושלים|260.3|229|התומר,5 |"בי""ס יפה נוף"| | |696
01|ירושלים|3000|ירושלים|260.4|229|התומר,5 |"בי""ס יפה נוף"| | |694
01|ירושלים|3000|ירושלים|261.0|011|שחר,19 |"ממ""ד יסודי קהילתי דרור"|כ| |651
01|ירושלים|3000|ירושלים|264.1|032|חכמי יוסף,28א|"ביה""ס שיח סוד"| | |592
01|ירושלים|3000|ירושלים|264.2|032|חכמי יוסף,28א|"ביה""ס שיח סוד"| | |592
01|ירושלים|3000|ירושלים|264.3|032|חכמי יוסף,28א|"ביה""ס שיח סוד"| | |592
01|ירושלים|3000|ירושלים|264.4|032|חכמי יוסף,28א|"ביה""ס שיח סוד"| | |592
01|ירושלים|3000|ירושלים|264.5|032|חכמי יוסף,28א|"ביה""ס שיח סוד"| | |592
01|ירושלים|3000|ירושלים|264.6|032|חכמי יוסף,28א|"ביה""ס שיח סוד"| | |591
01|ירושלים|3000|ירושלים|265.0|380|מנחם מנדל משקלוב,24 |מועדון גיל הזהב (בניין כללית)| | |579
01|ירושלים|3000|ירושלים|267.0|030|שד הרצל,137 |"תיכון ע""ש זיו-מרקס"|כ|כ|551
01|ירושלים|3000|ירושלים|268.0|043|בן ציון,7 |"בית הספר הממ""ד מימון"|כ| |605
01|ירושלים|3000|ירושלים|269.0|043|בן ציון,7 |"בית הספר הממ""ד מימון"|כ| |671
01|ירושלים|3000|ירושלים|270.0|043|בן ציון,7 |"בית הספר הממ""ד מימון"|כ|כ|686
01|ירושלים|3000|ירושלים|272.1|157|בזל,3 |"נועם - בי""ס תורני לבנות"|כ|כ|652
01|ירושלים|3000|ירושלים|272.2|157|בזל,3 |"נועם - בי""ס תורני לבנות"|כ| |652
01|ירושלים|3000|ירושלים|272.3|157|בזל,3 |"נועם - בי""ס תורני לבנות"| | |652
01|ירושלים|3000|ירושלים|272.4|157|בזל,3 |"נועם - בי""ס תורני לבנות"| | |652
01|ירושלים|3000|ירושלים|272.5|157|בזל,3 |"נועם - בי""ס תורני לבנות"| | |651
01|ירושלים|3000|ירושלים|274.1|012|מעגל בית המדרש,8 |"בי""ס ממלכתי בית הכרם"| | |645
01|ירושלים|3000|ירושלים|274.2|012|מעגל בית המדרש,8 |"בי""ס ממלכתי בית הכרם"| | |645
01|ירושלים|3000|ירושלים|274.3|012|מעגל בית המדרש,8 |"בי""ס ממלכתי בית הכרם"| | |644
01|ירושלים|3000|ירושלים|275.0|011|שחר,19 |"ממ""ד יסודי קהילתי דרור"|כ| |587
01|ירושלים|3000|ירושלים|278.0|043|בן ציון,7 |"בית הספר הממ""ד מימון"|כ|כ|660
01|ירושלים|3000|ירושלים|280.0|030|שד הרצל,137 |"תיכון ע""ש זיו-מרקס"| | |583
01|ירושלים|3000|ירושלים|282.0|030|שד הרצל,137 |"תיכון ע""ש זיו-מרקס"|כ|כ|581
01|ירושלים|3000|ירושלים|285.1|055|תורה ועבודה,2 |"בי""ס בית יעקב היובל"|כ|כ|545
01|ירושלים|3000|ירושלים|285.2|055|תורה ועבודה,2 |"בי""ס בית יעקב היובל"|כ|כ|545
01|ירושלים|3000|ירושלים|285.3|055|תורה ועבודה,2 |"בי""ס בית יעקב היובל"| | |545
01|ירושלים|3000|ירושלים|285.4|055|תורה ועבודה,2 |"בי""ס בית יעקב היובל"| | |542
01|ירושלים|3000|ירושלים|286.0|030|שד הרצל,137 |"תיכון ע""ש זיו-מרקס"| | |695
01|ירושלים|3000|ירושלים|289.1|156|תורה ועבודה,6 |"בי""ס תיכון הימלפרב"|כ|כ|549
01|ירושלים|3000|ירושלים|289.2|156|תורה ועבודה,6 |"בי""ס תיכון הימלפרב"|כ|כ|549
01|ירושלים|3000|ירושלים|289.3|156|תורה ועבודה,6 |"בי""ס תיכון הימלפרב"| | |549
01|ירושלים|3000|ירושלים|289.4|156|תורה ועבודה,6 |"בי""ס תיכון הימלפרב"| | |546
01|ירושלים|3000|ירושלים|298.0|030|שד הרצל,137 |"תיכון ע""ש זיו-מרקס"| | |678
01|ירושלים|3000|ירושלים|300.0|321|דולצ'ין,21 |"ביה""ס היובל"| | |691
01|ירושלים|3000|ירושלים|301.0|321|דולצ'ין,21 |"ביה""ס היובל"| | |660
01|ירושלים|3000|ירושלים|302.0|321|דולצ'ין,21 |"ביה""ס היובל"|כ| |645
01|ירושלים|3000|ירושלים|305.1|099|קוסטה ריקה,17 |"בי""ס אמית כללי טכנולוגי"| | |606
01|ירושלים|3000|ירושלים|305.2|099|קוסטה ריקה,17 |"בי""ס אמית כללי טכנולוגי"| | |606
01|ירושלים|3000|ירושלים|305.3|099|קוסטה ריקה,17 |"בי""ס אמית כללי טכנולוגי"| | |606
01|ירושלים|3000|ירושלים|305.4|099|קוסטה ריקה,17 |"בי""ס אמית כללי טכנולוגי"| | |604
01|ירושלים|3000|ירושלים|306.0|321|דולצ'ין,21 |"ביה""ס היובל"|כ|כ|620
01|ירושלים|3000|ירושלים|307.0|135|האייל,72 |"בי""ס השלום (ע""ש יצחק רבין)"|כ|כ|499
01|ירושלים|3000|ירושלים|308.0|101|החרצית,10 |"בי""ס גואטמלה"| | |500
01|ירושלים|3000|ירושלים|309.1|111|הרפוב הדומיניקנית,3 |מועדון יוצאי אתיופיה|כ|כ|352
01|ירושלים|3000|ירושלים|309.2|111|הרפוב הדומיניקנית,3 |מועדון יוצאי אתיופיה| | |352
01|ירושלים|3000|ירושלים|312.1|010|אולשוונגר,3 |"בי""ס הניסוי ארגנטינה"|כ|כ|563
01|ירושלים|3000|ירושלים|312.2|010|אולשוונגר,3 |"בי""ס הניסוי ארגנטינה"| | |563
01|ירושלים|3000|ירושלים|312.3|010|אולשוונגר,3 |"בי""ס הניסוי ארגנטינה"| | |563
